nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
Midlands,2021-05-30,1,18047,0,1104,1,19151,FALSE
Midlands,2021-05-31,3,18050,0,1104,3,19154,FALSE
Midlands,2021-06-01,1,18051,1,1105,2,19156,FALSE
Midlands,2021-06-02,3,18054,0,1105,3,19159,FALSE
Midlands,2021-06-03,2,18056,0,1105,2,19161,FALSE
Midlands,2021-06-04,1,18057,0,1105,1,19162,FALSE
Midlands,2021-06-05,1,18058,0,1105,1,19163,TRUE
Midlands,2021-06-06,1,18059,0,1105,1,19164,TRUE
Midlands,2021-06-07,1,18060,0,1105,1,19165,TRUE
Midlands,2021-06-08,0,18060,0,1105,0,19165,TRUE
Midlands,2021-06-09,0,18060,0,1105,0,19165,TRUE
North East And Yorkshire,2020-02-29,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-01,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-02,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-03,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-04,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-05,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-06,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-07,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-08,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-09,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-10,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-11,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-12,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-13,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-14,0,0,0,0,0,0,FALSE
North East And Yorkshire,2020-03-15,2,2,0,0,2,2,FALSE
North East And Yorkshire,2020-03-16,3,5,0,0,3,5,FALSE
North East And Yorkshire,2020-03-17,1,6,0,0,1,6,FALSE
North East And Yorkshire,2020-03-18,2,8,0,0,2,8,FALSE
North East And Yorkshire,2020-03-19,6,14,0,0,6,14,FALSE
North East And Yorkshire,2020-03-20,5,19,0,0,5,19,FALSE
North East And Yorkshire,2020-03-21,6,25,0,0,6,25,FALSE
North East And Yorkshire,2020-03-22,7,32,0,0,7,32,FALSE
North East And Yorkshire,2020-03-23,9,41,0,0,9,41,FALSE
North East And Yorkshire,2020-03-24,8,49,0,0,8,49,FALSE
North East And Yorkshire,2020-03-25,18,67,0,0,18,67,FALSE
North East And Yorkshire,2020-03-26,21,88,0,0,21,88,FALSE
North East And Yorkshire,2020-03-27,28,116,0,0,28,116,FALSE
North East And Yorkshire,2020-03-28,35,151,0,0,35,151,FALSE
North East And Yorkshire,2020-03-29,38,189,0,0,38,189,FALSE
North East And Yorkshire,2020-03-30,64,253,0,0,64,253,FALSE
North East And Yorkshire,2020-03-31,60,313,0,0,60,313,FALSE
North East And Yorkshire,2020-04-01,67,380,0,0,67,380,FALSE
North East And Yorkshire,2020-04-02,75,455,0,0,75,455,FALSE
North East And Yorkshire,2020-04-03,100,555,0,0,100,555,FALSE
North East And Yorkshire,2020-04-04,105,660,0,0,105,660,FALSE
North East And Yorkshire,2020-04-05,92,752,0,0,92,752,FALSE
North East And Yorkshire,2020-04-06,96,848,0,0,96,848,FALSE
North East And Yorkshire,2020-04-07,102,950,0,0,102,950,FALSE
North East And Yorkshire,2020-04-08,107,1057,0,0,107,1057,FALSE
North East And Yorkshire,2020-04-09,111,1168,0,0,111,1168,FALSE
North East And Yorkshire,2020-04-10,117,1285,0,0,117,1285,FALSE
North East And Yorkshire,2020-04-11,98,1383,0,0,98,1383,FALSE
North East And Yorkshire,2020-04-12,84,1467,0,0,84,1467,FALSE
North East And Yorkshire,2020-04-13,94,1561,0,0,94,1561,FALSE
North East And Yorkshire,2020-04-14,107,1668,0,0,107,1668,FALSE
North East And Yorkshire,2020-04-15,96,1764,0,0,96,1764,FALSE
North East And Yorkshire,2020-04-16,103,1867,0,0,103,1867,FALSE
North East And Yorkshire,2020-04-17,88,1955,0,0,88,1955,FALSE
North East And Yorkshire,2020-04-18,95,2050,0,0,95,2050,FALSE
North East And Yorkshire,2020-04-19,88,2138,0,0,88,2138,FALSE
North East And Yorkshire,2020-04-20,100,2238,0,0,100,2238,FALSE
North East And Yorkshire,2020-04-21,76,2314,0,0,76,2314,FALSE
North East And Yorkshire,2020-04-22,84,2398,0,0,84,2398,FALSE
North East And Yorkshire,2020-04-23,63,2461,0,0,63,2461,FALSE
North East And Yorkshire,2020-04-24,72,2533,1,1,73,2534,FALSE
North East And Yorkshire,2020-04-25,69,2602,0,1,69,2603,FALSE
North East And Yorkshire,2020-04-26,65,2667,0,1,65,2668,FALSE
North East And Yorkshire,2020-04-27,65,2732,2,3,67,2735,FALSE
North East And Yorkshire,2020-04-28,57,2789,4,7,61,2796,FALSE
North East And Yorkshire,2020-04-29,69,2858,4,11,73,2869,FALSE
North East And Yorkshire,2020-04-30,57,2915,4,15,61,2930,FALSE
North East And Yorkshire,2020-05-01,64,2979,5,20,69,2999,FALSE
North East And Yorkshire,2020-05-02,48,3027,5,25,53,3052,FALSE
North East And Yorkshire,2020-05-03,40,3067,2,27,42,3094,FALSE
North East And Yorkshire,2020-05-04,49,3116,2,29,51,3145,FALSE
North East And Yorkshire,2020-05-05,40,3156,4,33,44,3189,FALSE
North East And Yorkshire,2020-05-06,52,3208,4,37,56,3245,FALSE
North East And Yorkshire,2020-05-07,45,3253,3,40,48,3293,FALSE
North East And Yorkshire,2020-05-08,42,3295,4,44,46,3339,FALSE
North East And Yorkshire,2020-05-09,44,3339,1,45,45,3384,FALSE
North East And Yorkshire,2020-05-10,40,3379,1,46,41,3425,FALSE
North East And Yorkshire,2020-05-11,29,3408,5,51,34,3459,FALSE
North East And Yorkshire,2020-05-12,27,3435,1,52,28,3487,FALSE
North East And Yorkshire,2020-05-13,28,3463,3,55,31,3518,FALSE
North East And Yorkshire,2020-05-14,31,3494,1,56,32,3550,FALSE
North East And Yorkshire,2020-05-15,32,3526,3,59,35,3585,FALSE
North East And Yorkshire,2020-05-16,35,3561,2,61,37,3622,FALSE
North East And Yorkshire,2020-05-17,26,3587,1,62,27,3649,FALSE
North East And Yorkshire,2020-05-18,30,3617,4,66,34,3683,FALSE
North East And Yorkshire,2020-05-19,27,3644,2,68,29,3712,FALSE
North East And Yorkshire,2020-05-20,22,3666,2,70,24,3736,FALSE
North East And Yorkshire,2020-05-21,33,3699,3,73,36,3772,FALSE
North East And Yorkshire,2020-05-22,22,3721,5,78,27,3799,FALSE
North East And Yorkshire,2020-05-23,18,3739,0,78,18,3817,FALSE
North East And Yorkshire,2020-05-24,26,3765,4,82,30,3847,FALSE
North East And Yorkshire,2020-05-25,21,3786,1,83,22,3869,FALSE
North East And Yorkshire,2020-05-26,21,3807,0,83,21,3890,FALSE
North East And Yorkshire,2020-05-27,23,3830,1,84,24,3914,FALSE
North East And Yorkshire,2020-05-28,21,3851,6,90,27,3941,FALSE
North East And Yorkshire,2020-05-29,25,3876,2,92,27,3968,FALSE
North East And Yorkshire,2020-05-30,20,3896,3,95,23,3991,FALSE
North East And Yorkshire,2020-05-31,20,3916,1,96,21,4012,FALSE
North East And Yorkshire,2020-06-01,17,3933,0,96,17,4029,FALSE
North East And Yorkshire,2020-06-02,23,3956,3,99,26,4055,FALSE
North East And Yorkshire,2020-06-03,24,3980,2,101,26,4081,FALSE
North East And Yorkshire,2020-06-04,17,3997,2,103,19,4100,FALSE
North East And Yorkshire,2020-06-05,18,4015,2,105,20,4120,FALSE
North East And Yorkshire,2020-06-06,21,4036,1,106,22,4142,FALSE
North East And Yorkshire,2020-06-07,14,4050,0,106,14,4156,FALSE
North East And Yorkshire,2020-06-08,11,4061,2,108,13,4169,FALSE
North East And Yorkshire,2020-06-09,12,4073,3,111,15,4184,FALSE
North East And Yorkshire,2020-06-10,19,4092,1,112,20,4204,FALSE
North East And Yorkshire,2020-06-11,7,4099,0,112,7,4211,FALSE
North East And Yorkshire,2020-06-12,9,4108,2,114,11,4222,FALSE
North East And Yorkshire,2020-06-13,10,4118,1,115,11,4233,FALSE
North East And Yorkshire,2020-06-14,11,4129,1,116,12,4245,FALSE
North East And Yorkshire,2020-06-15,9,4138,2,118,11,4256,FALSE
North East And Yorkshire,2020-06-16,10,4148,1,119,11,4267,FALSE
North East And Yorkshire,2020-06-17,9,4157,1,120,10,4277,FALSE
North East And Yorkshire,2020-06-18,11,4168,0,120,11,4288,FALSE
North East And Yorkshire,2020-06-19,6,4174,1,121,7,4295,FALSE
North East And Yorkshire,2020-06-20,5,4179,1,122,6,4301,FALSE
North East And Yorkshire,2020-06-21,4,4183,2,124,6,4307,FALSE
North East And Yorkshire,2020-06-22,7,4190,0,124,7,4314,FALSE
North East And Yorkshire,2020-06-23,8,4198,1,125,9,4323,FALSE
North East And Yorkshire,2020-06-24,10,4208,1,126,11,4334,FALSE
North East And Yorkshire,2020-06-25,4,4212,0,126,4,4338,FALSE
North East And Yorkshire,2020-06-26,8,4220,1,127,9,4347,FALSE
North East And Yorkshire,2020-06-27,4,4224,0,127,4,4351,FALSE
North East And Yorkshire,2020-06-28,5,4229,1,128,6,4357,FALSE
North East And Yorkshire,2020-06-29,2,4231,1,129,3,4360,FALSE
North East And Yorkshire,2020-06-30,7,4238,0,129,7,4367,FALSE
North East And Yorkshire,2020-07-01,1,4239,1,130,2,4369,FALSE
North East And Yorkshire,2020-07-02,5,4244,1,131,6,4375,FALSE
North East And Yorkshire,2020-07-03,4,4248,1,132,5,4380,FALSE
North East And Yorkshire,2020-07-04,4,4252,1,133,5,4385,FALSE
North East And Yorkshire,2020-07-05,3,4255,2,135,5,4390,FALSE
North East And Yorkshire,2020-07-06,2,4257,0,135,2,4392,FALSE
North East And Yorkshire,2020-07-07,3,4260,0,135,3,4395,FALSE
North East And Yorkshire,2020-07-08,3,4263,1,136,4,4399,FALSE
North East And Yorkshire,2020-07-09,0,4263,0,136,0,4399,FALSE
North East And Yorkshire,2020-07-10,3,4266,1,137,4,4403,FALSE
North East And Yorkshire,2020-07-11,1,4267,1,138,2,4405,FALSE
North East And Yorkshire,2020-07-12,4,4271,0,138,4,4409,FALSE
North East And Yorkshire,2020-07-13,1,4272,1,139,2,4411,FALSE
North East And Yorkshire,2020-07-14,1,4273,3,142,4,4415,FALSE
North East And Yorkshire,2020-07-15,2,4275,2,144,4,4419,FALSE
North East And Yorkshire,2020-07-16,3,4278,0,144,3,4422,FALSE
North East And Yorkshire,2020-07-17,1,4279,0,144,1,4423,FALSE
North East And Yorkshire,2020-07-18,2,4281,0,144,2,4425,FALSE
North East And Yorkshire,2020-07-19,2,4283,0,144,2,4427,FALSE
North East And Yorkshire,2020-07-20,1,4284,0,144,1,4428,FALSE
North East And Yorkshire,2020-07-21,1,4285,0,144,1,4429,FALSE
North East And Yorkshire,2020-07-22,6,4291,2,146,8,4437,FALSE
North East And Yorkshire,2020-07-23,0,4291,1,147,1,4438,FALSE
North East And Yorkshire,2020-07-24,1,4292,0,147,1,4439,FALSE
North East And Yorkshire,2020-07-25,5,4297,1,148,6,4445,FALSE
North East And Yorkshire,2020-07-26,1,4298,1,149,2,4447,FALSE
North East And Yorkshire,2020-07-27,0,4298,2,151,2,4449,FALSE
North East And Yorkshire,2020-07-28,2,4300,0,151,2,4451,FALSE
North East And Yorkshire,2020-07-29,1,4301,3,154,4,4455,FALSE
North East And Yorkshire,2020-07-30,0,4301,0,154,0,4455,FALSE
North East And Yorkshire,2020-07-31,1,4302,0,154,1,4456,FALSE
North East And Yorkshire,2020-08-01,3,4305,0,154,3,4459,FALSE
North East And Yorkshire,2020-08-02,2,4307,0,154,2,4461,FALSE
North East And Yorkshire,2020-08-03,1,4308,0,154,1,4462,FALSE
North East And Yorkshire,2020-08-04,3,4311,0,154,3,4465,FALSE
North East And Yorkshire,2020-08-05,1,4312,0,154,1,4466,FALSE
North East And Yorkshire,2020-08-06,4,4316,0,154,4,4470,FALSE
North East And Yorkshire,2020-08-07,0,4316,0,154,0,4470,FALSE
North East And Yorkshire,2020-08-08,2,4318,0,154,2,4472,FALSE
North East And Yorkshire,2020-08-09,3,4321,0,154,3,4475,FALSE
North East And Yorkshire,2020-08-10,3,4324,1,155,4,4479,FALSE
North East And Yorkshire,2020-08-11,2,4326,1,156,3,4482,FALSE
North East And Yorkshire,2020-08-12,2,4328,0,156,2,4484,FALSE
North East And Yorkshire,2020-08-13,0,4328,0,156,0,4484,FALSE
North East And Yorkshire,2020-08-14,1,4329,0,156,1,4485,FALSE
North East And Yorkshire,2020-08-15,1,4330,1,157,2,4487,FALSE
North East And Yorkshire,2020-08-16,0,4330,0,157,0,4487,FALSE
North East And Yorkshire,2020-08-17,6,4336,0,157,6,4493,FALSE
North East And Yorkshire,2020-08-18,1,4337,1,158,2,4495,FALSE
North East And Yorkshire,2020-08-19,0,4337,0,158,0,4495,FALSE
North East And Yorkshire,2020-08-20,0,4337,0,158,0,4495,FALSE
North East And Yorkshire,2020-08-21,1,4338,3,161,4,4499,FALSE
North East And Yorkshire,2020-08-22,1,4339,0,161,1,4500,FALSE
North East And Yorkshire,2020-08-23,3,4342,0,161,3,4503,FALSE
North East And Yorkshire,2020-08-24,0,4342,0,161,0,4503,FALSE
North East And Yorkshire,2020-08-25,2,4344,0,161,2,4505,FALSE
North East And Yorkshire,2020-08-26,2,4346,0,161,2,4507,FALSE
North East And Yorkshire,2020-08-27,1,4347,0,161,1,4508,FALSE
North East And Yorkshire,2020-08-28,0,4347,1,162,1,4509,FALSE
North East And Yorkshire,2020-08-29,1,4348,0,162,1,4510,FALSE
North East And Yorkshire,2020-08-30,0,4348,0,162,0,4510,FALSE
North East And Yorkshire,2020-08-31,0,4348,0,162,0,4510,FALSE
North East And Yorkshire,2020-09-01,2,4350,0,162,2,4512,FALSE
North East And Yorkshire,2020-09-02,3,4353,1,163,4,4516,FALSE
North East And Yorkshire,2020-09-03,1,4354,0,163,1,4517,FALSE
North East And Yorkshire,2020-09-04,1,4355,1,164,2,4519,FALSE
North East And Yorkshire,2020-09-05,2,4357,0,164,2,4521,FALSE
North East And Yorkshire,2020-09-06,1,4358,1,165,2,4523,FALSE
North East And Yorkshire,2020-09-07,0,4358,0,165,0,4523,FALSE
North East And Yorkshire,2020-09-08,1,4359,1,166,2,4525,FALSE
North East And Yorkshire,2020-09-09,2,4361,0,166,2,4527,FALSE
North East And Yorkshire,2020-09-10,0,4361,0,166,0,4527,FALSE
North East And Yorkshire,2020-09-11,3,4364,1,167,4,4531,FALSE
North East And Yorkshire,2020-09-12,1,4365,0,167,1,4532,FALSE
North East And Yorkshire,2020-09-13,3,4368,1,168,4,4536,FALSE
North East And Yorkshire,2020-09-14,4,4372,0,168,4,4540,FALSE
North East And Yorkshire,2020-09-15,3,4375,0,168,3,4543,FALSE
North East And Yorkshire,2020-09-16,3,4378,0,168,3,4546,FALSE
North East And Yorkshire,2020-09-17,5,4383,1,169,6,4552,FALSE
North East And Yorkshire,2020-09-18,6,4389,0,169,6,4558,FALSE
North East And Yorkshire,2020-09-19,2,4391,0,169,2,4560,FALSE
North East And Yorkshire,2020-09-20,9,4400,0,169,9,4569,FALSE
North East And Yorkshire,2020-09-21,7,4407,0,169,7,4576,FALSE
North East And Yorkshire,2020-09-22,5,4412,0,169,5,4581,FALSE
North East And Yorkshire,2020-09-23,6,4418,0,169,6,4587,FALSE
North East And Yorkshire,2020-09-24,3,4421,1,170,4,4591,FALSE
North East And Yorkshire,2020-09-25,5,4426,0,170,5,4596,FALSE
North East And Yorkshire,2020-09-26,7,4433,0,170,7,4603,FALSE
North East And Yorkshire,2020-09-27,10,4443,1,171,11,4614,FALSE
North East And Yorkshire,2020-09-28,6,4449,0,171,6,4620,FALSE
North East And Yorkshire,2020-09-29,7,4456,1,172,8,4628,FALSE
North East And Yorkshire,2020-09-30,7,4463,0,172,7,4635,FALSE
North East And Yorkshire,2020-10-01,8,4471,0,172,8,4643,FALSE
North East And Yorkshire,2020-10-02,16,4487,0,172,16,4659,FALSE
North East And Yorkshire,2020-10-03,12,4499,0,172,12,4671,FALSE
North East And Yorkshire,2020-10-04,13,4512,1,173,14,4685,FALSE
North East And Yorkshire,2020-10-05,10,4522,0,173,10,4695,FALSE
North East And Yorkshire,2020-10-06,15,4537,0,173,15,4710,FALSE
North East And Yorkshire,2020-10-07,13,4550,1,174,14,4724,FALSE
North East And Yorkshire,2020-10-08,16,4566,2,176,18,4742,FALSE
North East And Yorkshire,2020-10-09,10,4576,2,178,12,4754,FALSE
North East And Yorkshire,2020-10-10,16,4592,1,179,17,4771,FALSE
North East And Yorkshire,2020-10-11,16,4608,0,179,16,4787,FALSE
North East And Yorkshire,2020-10-12,15,4623,0,179,15,4802,FALSE
North East And Yorkshire,2020-10-13,21,4644,0,179,21,4823,FALSE
North East And Yorkshire,2020-10-14,20,4664,1,180,21,4844,FALSE
North East And Yorkshire,2020-10-15,23,4687,0,180,23,4867,FALSE
North East And Yorkshire,2020-10-16,24,4711,1,181,25,4892,FALSE
North East And Yorkshire,2020-10-17,34,4745,1,182,35,4927,FALSE
North East And Yorkshire,2020-10-18,22,4767,2,184,24,4951,FALSE
North East And Yorkshire,2020-10-19,34,4801,0,184,34,4985,FALSE
North East And Yorkshire,2020-10-20,38,4839,2,186,40,5025,FALSE
North East And Yorkshire,2020-10-21,43,4882,2,188,45,5070,FALSE
North East And Yorkshire,2020-10-22,33,4915,1,189,34,5104,FALSE
North East And Yorkshire,2020-10-23,31,4946,1,190,32,5136,FALSE
North East And Yorkshire,2020-10-24,34,4980,3,193,37,5173,FALSE
North East And Yorkshire,2020-10-25,35,5015,0,193,35,5208,FALSE
North East And Yorkshire,2020-10-26,46,5061,2,195,48,5256,FALSE
North East And Yorkshire,2020-10-27,45,5106,0,195,45,5301,FALSE
North East And Yorkshire,2020-10-28,39,5145,0,195,39,5340,FALSE
North East And Yorkshire,2020-10-29,51,5196,2,197,53,5393,FALSE
North East And Yorkshire,2020-10-30,49,5245,0,197,49,5442,FALSE
North East And Yorkshire,2020-10-31,58,5303,5,202,63,5505,FALSE
North East And Yorkshire,2020-11-01,48,5351,0,202,48,5553,FALSE
North East And Yorkshire,2020-11-02,50,5401,3,205,53,5606,FALSE
North East And Yorkshire,2020-11-03,48,5449,3,208,51,5657,FALSE
North East And Yorkshire,2020-11-04,57,5506,3,211,60,5717,FALSE
North East And Yorkshire,2020-11-05,57,5563,3,214,60,5777,FALSE
North East And Yorkshire,2020-11-06,57,5620,3,217,60,5837,FALSE
North East And Yorkshire,2020-11-07,75,5695,3,220,78,5915,FALSE
North East And Yorkshire,2020-11-08,63,5758,2,222,65,5980,FALSE
North East And Yorkshire,2020-11-09,87,5845,2,224,89,6069,FALSE
North East And Yorkshire,2020-11-10,65,5910,5,229,70,6139,FALSE
North East And Yorkshire,2020-11-11,59,5969,2,231,61,6200,FALSE
North East And Yorkshire,2020-11-12,77,6046,1,232,78,6278,FALSE
North East And Yorkshire,2020-11-13,79,6125,2,234,81,6359,FALSE
North East And Yorkshire,2020-11-14,72,6197,1,235,73,6432,FALSE
North East And Yorkshire,2020-11-15,79,6276,2,237,81,6513,FALSE
North East And Yorkshire,2020-11-16,53,6329,1,238,54,6567,FALSE
North East And Yorkshire,2020-11-17,68,6397,0,238,68,6635,FALSE
North East And Yorkshire,2020-11-18,81,6478,6,244,87,6722,FALSE
North East And Yorkshire,2020-11-19,72,6550,1,245,73,6795,FALSE
North East And Yorkshire,2020-11-20,75,6625,2,247,77,6872,FALSE
North East And Yorkshire,2020-11-21,54,6679,4,251,58,6930,FALSE
North East And Yorkshire,2020-11-22,80,6759,2,253,82,7012,FALSE
North East And Yorkshire,2020-11-23,84,6843,5,258,89,7101,FALSE
North East And Yorkshire,2020-11-24,81,6924,1,259,82,7183,FALSE
North East And Yorkshire,2020-11-25,70,6994,5,264,75,7258,FALSE
North East And Yorkshire,2020-11-26,64,7058,5,269,69,7327,FALSE
North East And Yorkshire,2020-11-27,62,7120,2,271,64,7391,FALSE
North East And Yorkshire,2020-11-28,77,7197,3,274,80,7471,FALSE
North East And Yorkshire,2020-11-29,61,7258,0,274,61,7532,FALSE
North East And Yorkshire,2020-11-30,56,7314,4,278,60,7592,FALSE
North East And Yorkshire,2020-12-01,44,7358,2,280,46,7638,FALSE
North East And Yorkshire,2020-12-02,59,7417,3,283,62,7700,FALSE
North East And Yorkshire,2020-12-03,71,7488,6,289,77,7777,FALSE
North East And Yorkshire,2020-12-04,65,7553,5,294,70,7847,FALSE
North East And Yorkshire,2020-12-05,48,7601,3,297,51,7898,FALSE
North East And Yorkshire,2020-12-06,66,7667,4,301,70,7968,FALSE
North East And Yorkshire,2020-12-07,50,7717,2,303,52,8020,FALSE
North East And Yorkshire,2020-12-08,54,7771,1,304,55,8075,FALSE
North East And Yorkshire,2020-12-09,50,7821,1,305,51,8126,FALSE
North East And Yorkshire,2020-12-10,56,7877,2,307,58,8184,FALSE
North East And Yorkshire,2020-12-11,58,7935,5,312,63,8247,FALSE
North East And Yorkshire,2020-12-12,55,7990,1,313,56,8303,FALSE
North East And Yorkshire,2020-12-13,51,8041,5,318,56,8359,FALSE
North East And Yorkshire,2020-12-14,49,8090,3,321,52,8411,FALSE
North East And Yorkshire,2020-12-15,55,8145,2,323,57,8468,FALSE
North East And Yorkshire,2020-12-16,40,8185,0,323,40,8508,FALSE
North East And Yorkshire,2020-12-17,49,8234,6,329,55,8563,FALSE
North East And Yorkshire,2020-12-18,59,8293,5,334,64,8627,FALSE
North East And Yorkshire,2020-12-19,50,8343,2,336,52,8679,FALSE
North East And Yorkshire,2020-12-20,54,8397,4,340,58,8737,FALSE
North East And Yorkshire,2020-12-21,35,8432,6,346,41,8778,FALSE
North East And Yorkshire,2020-12-22,57,8489,9,355,66,8844,FALSE
North East And Yorkshire,2020-12-23,60,8549,3,358,63,8907,FALSE
North East And Yorkshire,2020-12-24,50,8599,2,360,52,8959,FALSE
North East And Yorkshire,2020-12-25,57,8656,4,364,61,9020,FALSE
North East And Yorkshire,2020-12-26,68,8724,2,366,70,9090,FALSE
North East And Yorkshire,2020-12-27,74,8798,7,373,81,9171,FALSE
North East And Yorkshire,2020-12-28,66,8864,5,378,71,9242,FALSE
North East And Yorkshire,2020-12-29,59,8923,6,384,65,9307,FALSE
North East And Yorkshire,2020-12-30,42,8965,3,387,45,9352,FALSE
North East And Yorkshire,2020-12-31,52,9017,5,392,57,9409,FALSE
North East And Yorkshire,2021-01-01,71,9088,2,394,73,9482,FALSE
North East And Yorkshire,2021-01-02,60,9148,2,396,62,9544,FALSE
North East And Yorkshire,2021-01-03,49,9197,4,400,53,9597,FALSE
North East And Yorkshire,2021-01-04,65,9262,4,404,69,9666,FALSE
North East And Yorkshire,2021-01-05,64,9326,1,405,65,9731,FALSE
North East And Yorkshire,2021-01-06,61,9387,2,407,63,9794,FALSE
North East And Yorkshire,2021-01-07,73,9460,5,412,78,9872,FALSE
North East And Yorkshire,2021-01-08,68,9528,6,418,74,9946,FALSE
North East And Yorkshire,2021-01-09,58,9586,1,419,59,10005,FALSE
North East And Yorkshire,2021-01-10,82,9668,2,421,84,10089,FALSE
North East And Yorkshire,2021-01-11,83,9751,1,422,84,10173,FALSE
North East And Yorkshire,2021-01-12,69,9820,6,428,75,10248,FALSE
North East And Yorkshire,2021-01-13,77,9897,6,434,83,10331,FALSE
North East And Yorkshire,2021-01-14,71,9968,5,439,76,10407,FALSE
North East And Yorkshire,2021-01-15,97,10065,6,445,103,10510,FALSE
North East And Yorkshire,2021-01-16,99,10164,3,448,102,10612,FALSE
North East And Yorkshire,2021-01-17,76,10240,3,451,79,10691,FALSE
North East And Yorkshire,2021-01-18,83,10323,4,455,87,10778,FALSE
North East And Yorkshire,2021-01-19,104,10427,7,462,111,10889,FALSE
North East And Yorkshire,2021-01-20,92,10519,5,467,97,10986,FALSE
North East And Yorkshire,2021-01-21,87,10606,5,472,92,11078,FALSE
North East And Yorkshire,2021-01-22,80,10686,3,475,83,11161,FALSE
North East And Yorkshire,2021-01-23,69,10755,7,482,76,11237,FALSE
North East And Yorkshire,2021-01-24,64,10819,3,485,67,11304,FALSE
North East And Yorkshire,2021-01-25,79,10898,4,489,83,11387,FALSE
North East And Yorkshire,2021-01-26,73,10971,4,493,77,11464,FALSE
North East And Yorkshire,2021-01-27,71,11042,3,496,74,11538,FALSE
North East And Yorkshire,2021-01-28,73,11115,4,500,77,11615,FALSE
North East And Yorkshire,2021-01-29,85,11200,4,504,89,11704,FALSE
North East And Yorkshire,2021-01-30,76,11276,4,508,80,11784,FALSE
North East And Yorkshire,2021-01-31,82,11358,6,514,88,11872,FALSE
North East And Yorkshire,2021-02-01,79,11437,5,519,84,11956,FALSE
North East And Yorkshire,2021-02-02,70,11507,6,525,76,12032,FALSE
North East And Yorkshire,2021-02-03,83,11590,1,526,84,12116,FALSE
North East And Yorkshire,2021-02-04,70,11660,6,532,76,12192,FALSE
North East And Yorkshire,2021-02-05,80,11740,4,536,84,12276,FALSE
North East And Yorkshire,2021-02-06,52,11792,2,538,54,12330,FALSE
North East And Yorkshire,2021-02-07,59,11851,3,541,62,12392,FALSE
North East And Yorkshire,2021-02-08,52,11903,3,544,55,12447,FALSE
North East And Yorkshire,2021-02-09,54,11957,6,550,60,12507,FALSE
North East And Yorkshire,2021-02-10,62,12019,3,553,65,12572,FALSE
North East And Yorkshire,2021-02-11,67,12086,6,559,73,12645,FALSE
North East And Yorkshire,2021-02-12,60,12146,8,567,68,12713,FALSE
North East And Yorkshire,2021-02-13,54,12200,5,572,59,12772,FALSE
North East And Yorkshire,2021-02-14,60,12260,5,577,65,12837,FALSE
North East And Yorkshire,2021-02-15,61,12321,4,581,65,12902,FALSE
North East And Yorkshire,2021-02-16,49,12370,3,584,52,12954,FALSE
North East And Yorkshire,2021-02-17,50,12420,4,588,54,13008,FALSE
North East And Yorkshire,2021-02-18,48,12468,4,592,52,13060,FALSE
North East And Yorkshire,2021-02-19,45,12513,1,593,46,13106,FALSE
North East And Yorkshire,2021-02-20,39,12552,3,596,42,13148,FALSE
North East And Yorkshire,2021-02-21,40,12592,6,602,46,13194,FALSE
North East And Yorkshire,2021-02-22,21,12613,5,607,26,13220,FALSE
North East And Yorkshire,2021-02-23,39,12652,2,609,41,13261,FALSE
North East And Yorkshire,2021-02-24,34,12686,1,610,35,13296,FALSE
North East And Yorkshire,2021-02-25,30,12716,2,612,32,13328,FALSE
North East And Yorkshire,2021-02-26,26,12742,5,617,31,13359,FALSE
North East And Yorkshire,2021-02-27,32,12774,4,621,36,13395,FALSE
North East And Yorkshire,2021-02-28,29,12803,3,624,32,13427,FALSE
North East And Yorkshire,2021-03-01,20,12823,6,630,26,13453,FALSE
North East And Yorkshire,2021-03-02,17,12840,3,633,20,13473,FALSE
North East And Yorkshire,2021-03-03,28,12868,4,637,32,13505,FALSE
North East And Yorkshire,2021-03-04,17,12885,4,641,21,13526,FALSE
North East And Yorkshire,2021-03-05,28,12913,4,645,32,13558,FALSE
North East And Yorkshire,2021-03-06,25,12938,6,651,31,13589,FALSE
North East And Yorkshire,2021-03-07,19,12957,3,654,22,13611,FALSE
North East And Yorkshire,2021-03-08,20,12977,4,658,24,13635,FALSE
North East And Yorkshire,2021-03-09,23,13000,2,660,25,13660,FALSE
North East And Yorkshire,2021-03-10,16,13016,3,663,19,13679,FALSE
North East And Yorkshire,2021-03-11,15,13031,0,663,15,13694,FALSE
North East And Yorkshire,2021-03-12,16,13047,3,666,19,13713,FALSE
