ltla_name,ltla_code,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Newham,E09000025,2020-12-08,2021-03-21,1st dose,75-79,3488,4733,0.7369533065708853
Redbridge,E09000026,2020-12-08,2021-03-21,1st dose,75-79,6185,6814,0.9076900498972703
Richmond upon Thames,E09000027,2020-12-08,2021-03-21,1st dose,75-79,5905,5656,1.044024045261669
Southwark,E09000028,2020-12-08,2021-03-21,1st dose,75-79,3828,4777,0.8013397529830437
Sutton,E09000029,2020-12-08,2021-03-21,1st dose,75-79,5646,5720,0.987062937062937
Tower Hamlets,E09000030,2020-12-08,2021-03-21,1st dose,75-79,2505,3465,0.7229437229437229
Waltham Forest,E09000031,2020-12-08,2021-03-21,1st dose,75-79,4543,5223,0.8698066245452805
Wandsworth,E09000032,2020-12-08,2021-03-21,1st dose,75-79,5164,5700,0.9059649122807018
Westminster,E09000033,2020-12-08,2021-03-21,1st dose,75-79,4127,5656,0.7296676096181046
Barking and Dagenham,E09000002,2020-12-08,2021-03-21,1st dose,80+,4570,5685,0.8038698328935796
Barnet,E09000003,2020-12-08,2021-03-21,1st dose,80+,14582,16910,0.8623299822590184
Bexley,E09000004,2020-12-08,2021-03-21,1st dose,80+,11496,12831,0.8959551087210662
Brent,E09000005,2020-12-08,2021-03-21,1st dose,80+,9036,11307,0.7991509684266384
Bromley,E09000006,2020-12-08,2021-03-21,1st dose,80+,16565,17418,0.9510276725226777
Camden,E09000007,2020-12-08,2021-03-21,1st dose,80+,5837,8858,0.6589523594490856
Croydon,E09000008,2020-12-08,2021-03-21,1st dose,80+,12849,14802,0.8680583704904743
Ealing,E09000009,2020-12-08,2021-03-21,1st dose,80+,10571,12405,0.8521563885530028
Enfield,E09000010,2020-12-08,2021-03-21,1st dose,80+,11491,12809,0.8971035990319307
Greenwich,E09000011,2020-12-08,2021-03-21,1st dose,80+,6655,7939,0.8382667842297519
Hackney and City of London,E09000012,2020-12-08,2021-03-21,1st dose,80+,4195,5950,0.7050420168067227
Hammersmith and Fulham,E09000013,2020-12-08,2021-03-21,1st dose,80+,4217,5274,0.7995828593098218
Haringey,E09000014,2020-12-08,2021-03-21,1st dose,80+,5879,7158,0.8213188041352333
Harrow,E09000015,2020-12-08,2021-03-21,1st dose,80+,10649,11813,0.9014644882756285
Havering,E09000016,2020-12-08,2021-03-21,1st dose,80+,12715,14470,0.8787145818935729
Hillingdon,E09000017,2020-12-08,2021-03-21,1st dose,80+,11077,12140,0.9124382207578253
Hounslow,E09000018,2020-12-08,2021-03-21,1st dose,80+,7713,8596,0.8972778036295952
Islington,E09000019,2020-12-08,2021-03-21,1st dose,80+,4328,5491,0.7881988708796211
Kensington and Chelsea,E09000020,2020-12-08,2021-03-21,1st dose,80+,4660,6494,0.7175854635047736
Kingston upon Thames,E09000021,2020-12-08,2021-03-21,1st dose,80+,6132,6990,0.8772532188841202
Lambeth,E09000022,2020-12-08,2021-03-21,1st dose,80+,5861,7466,0.7850254487007768
Lewisham,E09000023,2020-12-08,2021-03-21,1st dose,80+,6560,8037,0.8162249595620257
Merton,E09000024,2020-12-08,2021-03-21,1st dose,80+,6795,7421,0.9156447918070341
Newham,E09000025,2020-12-08,2021-03-21,1st dose,80+,4919,6780,0.7255162241887906
Redbridge,E09000026,2020-12-08,2021-03-21,1st dose,80+,9588,11007,0.8710820387026438
Richmond upon Thames,E09000027,2020-12-08,2021-03-21,1st dose,80+,7818,8440,0.9263033175355451
Southwark,E09000028,2020-12-08,2021-03-21,1st dose,80+,5449,6976,0.7811066513761468
Sutton,E09000029,2020-12-08,2021-03-21,1st dose,80+,8445,9136,0.9243651488616462
Tower Hamlets,E09000030,2020-12-08,2021-03-21,1st dose,80+,3901,5249,0.7431891788912174
Waltham Forest,E09000031,2020-12-08,2021-03-21,1st dose,80+,6473,8376,0.772803247373448
Wandsworth,E09000032,2020-12-08,2021-03-21,1st dose,80+,7381,8501,0.8682507940242324
Westminster,E09000033,2020-12-08,2021-03-21,1st dose,80+,5556,9004,0.6170590848511772
Barking and Dagenham,E09000002,2020-12-08,2021-03-21,1st dose,Under 50,20239,104157,0.19431243219370758
Barnet,E09000003,2020-12-08,2021-03-21,1st dose,Under 50,41701,187000,0.223
Bexley,E09000004,2020-12-08,2021-03-21,1st dose,Under 50,21639,109463,0.19768323543115024
Brent,E09000005,2020-12-08,2021-03-21,1st dose,Under 50,36923,162117,0.22775526317412734
Bromley,E09000006,2020-12-08,2021-03-21,1st dose,Under 50,29461,142938,0.2061103415466846
Camden,E09000007,2020-12-08,2021-03-21,1st dose,Under 50,22949,150931,0.1520496120743916
Croydon,E09000008,2020-12-08,2021-03-21,1st dose,Under 50,33689,175060,0.19244259111161888
Ealing,E09000009,2020-12-08,2021-03-21,1st dose,Under 50,33606,163390,0.2056796621580268
Enfield,E09000010,2020-12-08,2021-03-21,1st dose,Under 50,36146,154260,0.2343186827434202
Greenwich,E09000011,2020-12-08,2021-03-21,1st dose,Under 50,29146,149543,0.19490046341186146
Hackney and City of London,E09000012,2020-12-08,2021-03-21,1st dose,Under 50,23948,169053,0.14165971618368203
Hammersmith and Fulham,E09000013,2020-12-08,2021-03-21,1st dose,Under 50,17507,101842,0.17190353685120088
Haringey,E09000014,2020-12-08,2021-03-21,1st dose,Under 50,20989,142612,0.14717555324937592
Harrow,E09000015,2020-12-08,2021-03-21,1st dose,Under 50,32420,112986,0.2869382047333298
Havering,E09000016,2020-12-08,2021-03-21,1st dose,Under 50,22803,112279,0.2030922968676244
Hillingdon,E09000017,2020-12-08,2021-03-21,1st dose,Under 50,32754,146830,0.22307430361642716
Hounslow,E09000018,2020-12-08,2021-03-21,1st dose,Under 50,28163,133725,0.21060385118713779
Islington,E09000019,2020-12-08,2021-03-21,1st dose,Under 50,20960,149650,0.14006014032743067
Kensington and Chelsea,E09000020,2020-12-08,2021-03-21,1st dose,Under 50,10956,75837,0.14446774002136162
Kingston upon Thames,E09000021,2020-12-08,2021-03-21,1st dose,Under 50,16255,87129,0.1865624533737332
Lambeth,E09000022,2020-12-08,2021-03-21,1st dose,Under 50,33352,193905,0.1720017534359609
Lewisham,E09000023,2020-12-08,2021-03-21,1st dose,Under 50,27569,164862,0.1672247091506836
Merton,E09000024,2020-12-08,2021-03-21,1st dose,Under 50,21216,101582,0.2088558996672639
Newham,E09000025,2020-12-08,2021-03-21,1st dose,Under 50,35049,199892,0.17533968342905168
Redbridge,E09000026,2020-12-08,2021-03-21,1st dose,Under 50,29808,148315,0.20097764892290057
Richmond upon Thames,E09000027,2020-12-08,2021-03-21,1st dose,Under 50,15072,87144,0.17295510878545856
Southwark,E09000028,2020-12-08,2021-03-21,1st dose,Under 50,30290,182180,0.16626413437259852
Sutton,E09000029,2020-12-08,2021-03-21,1st dose,Under 50,21583,92904,0.23231507792990613
Tower Hamlets,E09000030,2020-12-08,2021-03-21,1st dose,Under 50,31189,202323,0.1541544955343683
Waltham Forest,E09000031,2020-12-08,2021-03-21,1st dose,Under 50,22173,142624,0.1554647184204622
Wandsworth,E09000032,2020-12-08,2021-03-21,1st dose,Under 50,35607,194071,0.18347408937966003
Westminster,E09000033,2020-12-08,2021-03-21,1st dose,Under 50,19156,142730,0.1342114481888881
Barking and Dagenham,E09000002,2020-12-08,2021-03-28,1st dose,50-54,9995,12493,0.8000480268950613
Barnet,E09000003,2020-12-08,2021-03-28,1st dose,50-54,20142,25906,0.777503281093183
Bexley,E09000004,2020-12-08,2021-03-28,1st dose,50-54,13413,17554,0.7640993505753675
Brent,E09000005,2020-12-08,2021-03-28,1st dose,50-54,15909,20601,0.7722440658220475
Bromley,E09000006,2020-12-08,2021-03-28,1st dose,50-54,20165,24638,0.8184511729848202
Camden,E09000007,2020-12-08,2021-03-28,1st dose,50-54,10564,15685,0.6735097226649666
Croydon,E09000008,2020-12-08,2021-03-28,1st dose,50-54,19250,27372,0.7032734180914804
Ealing,E09000009,2020-12-08,2021-03-28,1st dose,50-54,18416,22964,0.8019508796376937
Enfield,E09000010,2020-12-08,2021-03-28,1st dose,50-54,17255,23032,0.7491750607849947
Greenwich,E09000011,2020-12-08,2021-03-28,1st dose,50-54,13557,17879,0.7582638850047542
Hackney and City of London,E09000012,2020-12-08,2021-03-28,1st dose,50-54,11268,15801,0.7131194228213404
Hammersmith and Fulham,E09000013,2020-12-08,2021-03-28,1st dose,50-54,9027,11813,0.7641581308727673
Haringey,E09000014,2020-12-08,2021-03-28,1st dose,50-54,13336,18035,0.7394510673690047
Harrow,E09000015,2020-12-08,2021-03-28,1st dose,50-54,12529,15752,0.7953910614525139
Havering,E09000016,2020-12-08,2021-03-28,1st dose,50-54,13934,17477,0.7972764204382903
Hillingdon,E09000017,2020-12-08,2021-03-28,1st dose,50-54,16447,19384,0.8484832851836567
Hounslow,E09000018,2020-12-08,2021-03-28,1st dose,50-54,14578,17241,0.8455426019372426
Islington,E09000019,2020-12-08,2021-03-28,1st dose,50-54,9823,13271,0.7401853665888026
Kensington and Chelsea,E09000020,2020-12-08,2021-03-28,1st dose,50-54,7337,10961,0.6693732323693093
Kingston upon Thames,E09000021,2020-12-08,2021-03-28,1st dose,50-54,9991,11645,0.8579647917561185
Lambeth,E09000022,2020-12-08,2021-03-28,1st dose,50-54,15091,19322,0.7810268088189628
Lewisham,E09000023,2020-12-08,2021-03-28,1st dose,50-54,14060,19642,0.7158130536605234
Merton,E09000024,2020-12-08,2021-03-28,1st dose,50-54,11620,13796,0.8422731226442447
Newham,E09000025,2020-12-08,2021-03-28,1st dose,50-54,13912,19171,0.7256794116112879
Redbridge,E09000026,2020-12-08,2021-03-28,1st dose,50-54,14133,18783,0.752435713144865
Richmond upon Thames,E09000027,2020-12-08,2021-03-28,1st dose,50-54,12336,14847,0.8308749242271166
Southwark,E09000028,2020-12-08,2021-03-28,1st dose,50-54,15063,19727,0.7635727682871192
Sutton,E09000029,2020-12-08,2021-03-28,1st dose,50-54,11881,14977,0.7932830339854443
Tower Hamlets,E09000030,2020-12-08,2021-03-28,1st dose,50-54,10457,14858,0.7037959348499125
Waltham Forest,E09000031,2020-12-08,2021-03-28,1st dose,50-54,12689,17548,0.7231023478459083
Wandsworth,E09000032,2020-12-08,2021-03-28,1st dose,50-54,14864,18164,0.8183219555164061
Westminster,E09000033,2020-12-08,2021-03-28,1st dose,50-54,9897,16678,0.5934164767957789
Barking and Dagenham,E09000002,2020-12-08,2021-03-28,1st dose,55-59,8957,10535,0.8502135738016137
Barnet,E09000003,2020-12-08,2021-03-28,1st dose,55-59,19132,22509,0.8499711226620463
Bexley,E09000004,2020-12-08,2021-03-28,1st dose,55-59,14367,16171,0.8884422732051203
Brent,E09000005,2020-12-08,2021-03-28,1st dose,55-59,15164,19243,0.7880268149456945
Bromley,E09000006,2020-12-08,2021-03-28,1st dose,55-59,19948,21769,0.916348936561165
Camden,E09000007,2020-12-08,2021-03-28,1st dose,55-59,9445,13034,0.7246432407549486
Croydon,E09000008,2020-12-08,2021-03-28,1st dose,55-59,20076,25680,0.7817757009345795
Ealing,E09000009,2020-12-08,2021-03-28,1st dose,55-59,17533,19705,0.8897741689926415
Enfield,E09000010,2020-12-08,2021-03-28,1st dose,55-59,17256,20350,0.8479606879606879
Greenwich,E09000011,2020-12-08,2021-03-28,1st dose,55-59,12727,15300,0.8318300653594771
Hackney and City of London,E09000012,2020-12-08,2021-03-28,1st dose,55-59,10175,12981,0.7838379169555504
Hammersmith and Fulham,E09000013,2020-12-08,2021-03-28,1st dose,55-59,8089,9923,0.8151768618361382
Haringey,E09000014,2020-12-08,2021-03-28,1st dose,55-59,12315,14900,0.8265100671140939
Harrow,E09000015,2020-12-08,2021-03-28,1st dose,55-59,12950,15458,0.837753913831026
Havering,E09000016,2020-12-08,2021-03-28,1st dose,55-59,14959,16577,0.9023948844784943
Hillingdon,E09000017,2020-12-08,2021-03-28,1st dose,55-59,16119,17763,0.9074480662050329
Hounslow,E09000018,2020-12-08,2021-03-28,1st dose,55-59,13676,15062,0.9079803478953659
Islington,E09000019,2020-12-08,2021-03-28,1st dose,55-59,9385,11189,0.8387702207525248
Kensington and Chelsea,E09000020,2020-12-08,2021-03-28,1st dose,55-59,7373,9904,0.7444466882067852
Kingston upon Thames,E09000021,2020-12-08,2021-03-28,1st dose,55-59,9063,9929,0.9127807432772687
Lambeth,E09000022,2020-12-08,2021-03-28,1st dose,55-59,14120,17000,0.8305882352941176
Lewisham,E09000023,2020-12-08,2021-03-28,1st dose,55-59,13470,17200,0.7831395348837209
Merton,E09000024,2020-12-08,2021-03-28,1st dose,55-59,10614,11960,0.8874581939799331
Newham,E09000025,2020-12-08,2021-03-28,1st dose,55-59,12330,16142,0.7638458679221906
Redbridge,E09000026,2020-12-08,2021-03-28,1st dose,55-59,13922,16860,0.8257413997627521
Richmond upon Thames,E09000027,2020-12-08,2021-03-28,1st dose,55-59,11856,12899,0.9191410186836189
Southwark,E09000028,2020-12-08,2021-03-28,1st dose,55-59,14047,17494,0.8029610152052132
Sutton,E09000029,2020-12-08,2021-03-28,1st dose,55-59,11974,12825,0.93364522417154
Tower Hamlets,E09000030,2020-12-08,2021-03-28,1st dose,55-59,8706,11780,0.7390492359932088
Waltham Forest,E09000031,2020-12-08,2021-03-28,1st dose,55-59,11830,14542,0.8135057076055563
Wandsworth,E09000032,2020-12-08,2021-03-28,1st dose,55-59,13145,14896,0.8824516648764769
Westminster,E09000033,2020-12-08,2021-03-28,1st dose,55-59,9423,13888,0.6784994239631337
Barking and Dagenham,E09000002,2020-12-08,2021-03-28,1st dose,60-64,7162,7960,0.8997487437185929
Barnet,E09000003,2020-12-08,2021-03-28,1st dose,60-64,16772,18592,0.9021084337349398
Bexley,E09000004,2020-12-08,2021-03-28,1st dose,60-64,12386,12812,0.9667499219481736
Brent,E09000005,2020-12-08,2021-03-28,1st dose,60-64,13335,16425,0.8118721461187215
Bromley,E09000006,2020-12-08,2021-03-28,1st dose,60-64,16844,17053,0.9877440919486308
Camden,E09000007,2020-12-08,2021-03-28,1st dose,60-64,8008,10783,0.7426504683297783
Croydon,E09000008,2020-12-08,2021-03-28,1st dose,60-64,16910,19729,0.8571138932535861
Ealing,E09000009,2020-12-08,2021-03-28,1st dose,60-64,14916,16404,0.9092904169714704
Enfield,E09000010,2020-12-08,2021-03-28,1st dose,60-64,14557,15451,0.9421396673354475
Greenwich,E09000011,2020-12-08,2021-03-28,1st dose,60-64,10495,11717,0.8957070922591107
Hackney and City of London,E09000012,2020-12-08,2021-03-28,1st dose,60-64,8347,10083,0.8278290191411286
Hammersmith and Fulham,E09000013,2020-12-08,2021-03-28,1st dose,60-64,6067,7321,0.8287119246004644
Haringey,E09000014,2020-12-08,2021-03-28,1st dose,60-64,9720,11088,0.8766233766233766
Harrow,E09000015,2020-12-08,2021-03-28,1st dose,60-64,12244,13566,0.9025504938817632
Havering,E09000016,2020-12-08,2021-03-28,1st dose,60-64,13511,13847,0.9757348162056764
Hillingdon,E09000017,2020-12-08,2021-03-28,1st dose,60-64,13642,14272,0.9558576233183856
Hounslow,E09000018,2020-12-08,2021-03-28,1st dose,60-64,11738,12531,0.93671694198388
Islington,E09000019,2020-12-08,2021-03-28,1st dose,60-64,7443,8421,0.8838617741360884
Kensington and Chelsea,E09000020,2020-12-08,2021-03-28,1st dose,60-64,5908,8102,0.729202666008393
Kingston upon Thames,E09000021,2020-12-08,2021-03-28,1st dose,60-64,7558,8136,0.9289577187807276
Lambeth,E09000022,2020-12-08,2021-03-28,1st dose,60-64,10795,12007,0.8990588823186475
Lewisham,E09000023,2020-12-08,2021-03-28,1st dose,60-64,10795,12418,0.8693026252214527
Merton,E09000024,2020-12-08,2021-03-28,1st dose,60-64,8999,9285,0.9691976305869682
Newham,E09000025,2020-12-08,2021-03-28,1st dose,60-64,10303,12562,0.8201719471421748
Redbridge,E09000026,2020-12-08,2021-03-28,1st dose,60-64,12331,13914,0.8862296967083513
Richmond upon Thames,E09000027,2020-12-08,2021-03-28,1st dose,60-64,9467,10117,0.9357517050509044
Southwark,E09000028,2020-12-08,2021-03-28,1st dose,60-64,10935,12755,0.8573108584868679
Sutton,E09000029,2020-12-08,2021-03-28,1st dose,60-64,9588,10118,0.9476181063451274
Tower Hamlets,E09000030,2020-12-08,2021-03-28,1st dose,60-64,7216,9368,0.7702818104184458
Waltham Forest,E09000031,2020-12-08,2021-03-28,1st dose,60-64,9895,11507,0.8599113583036413
Wandsworth,E09000032,2020-12-08,2021-03-28,1st dose,60-64,10505,11417,0.9201191206096172
Westminster,E09000033,2020-12-08,2021-03-28,1st dose,60-64,7713,11313,0.6817820206841687
Barking and Dagenham,E09000002,2020-12-08,2021-03-28,1st dose,65-69,5221,5920,0.8819256756756757
Barnet,E09000003,2020-12-08,2021-03-28,1st dose,65-69,13926,15698,0.8871193782647471
Bexley,E09000004,2020-12-08,2021-03-28,1st dose,65-69,10021,10353,0.9679320003863614
Brent,E09000005,2020-12-08,2021-03-28,1st dose,65-69,10579,12597,0.8398031277288244
Bromley,E09000006,2020-12-08,2021-03-28,1st dose,65-69,13706,14671,0.9342239792788495
Camden,E09000007,2020-12-08,2021-03-28,1st dose,65-69,6415,9112,0.7040166812993854
Croydon,E09000008,2020-12-08,2021-03-28,1st dose,65-69,13515,15576,0.8676810477657936
Ealing,E09000009,2020-12-08,2021-03-28,1st dose,65-69,12082,13679,0.8832516996856495
Enfield,E09000010,2020-12-08,2021-03-28,1st dose,65-69,11375,12344,0.92150032404407
Greenwich,E09000011,2020-12-08,2021-03-28,1st dose,65-69,8286,8990,0.9216907675194661
Hackney and City of London,E09000012,2020-12-08,2021-03-28,1st dose,65-69,6397,7527,0.8498737876976219
Hammersmith and Fulham,E09000013,2020-12-08,2021-03-28,1st dose,65-69,4854,5999,0.8091348558093016
Haringey,E09000014,2020-12-08,2021-03-28,1st dose,65-69,7536,8823,0.8541312478748725
Harrow,E09000015,2020-12-08,2021-03-28,1st dose,65-69,10560,11252,0.9384998222538216
Havering,E09000016,2020-12-08,2021-03-28,1st dose,65-69,11001,11826,0.9302384576357179
Hillingdon,E09000017,2020-12-08,2021-03-28,1st dose,65-69,10896,11284,0.9656150301311591
Hounslow,E09000018,2020-12-08,2021-03-28,1st dose,65-69,9542,10368,0.9203317901234568
Islington,E09000019,2020-12-08,2021-03-28,1st dose,65-69,5685,6477,0.8777211672070403
Kensington and Chelsea,E09000020,2020-12-08,2021-03-28,1st dose,65-69,4863,7035,0.6912579957356076
Kingston upon Thames,E09000021,2020-12-08,2021-03-28,1st dose,65-69,6345,6902,0.9192987539843523
Lambeth,E09000022,2020-12-08,2021-03-28,1st dose,65-69,7673,8575,0.8948104956268221
Lewisham,E09000023,2020-12-08,2021-03-28,1st dose,65-69,7623,8735,0.8726960503720664
Merton,E09000024,2020-12-08,2021-03-28,1st dose,65-69,7196,7672,0.9379562043795621
Newham,E09000025,2020-12-08,2021-03-28,1st dose,65-69,7764,9208,0.8431798436142485
Redbridge,E09000026,2020-12-08,2021-03-28,1st dose,65-69,10199,11505,0.8864841373315949
Richmond upon Thames,E09000027,2020-12-08,2021-03-28,1st dose,65-69,7889,8790,0.8974971558589306
Southwark,E09000028,2020-12-08,2021-03-28,1st dose,65-69,7368,8555,0.8612507305669199
Sutton,E09000029,2020-12-08,2021-03-28,1st dose,65-69,8017,8431,0.9508955046850908
Tower Hamlets,E09000030,2020-12-08,2021-03-28,1st dose,65-69,5301,7146,0.7418136020151134
Waltham Forest,E09000031,2020-12-08,2021-03-28,1st dose,65-69,7567,8887,0.8514684370428716
Wandsworth,E09000032,2020-12-08,2021-03-28,1st dose,65-69,8056,9258,0.8701663426225966
Westminster,E09000033,2020-12-08,2021-03-28,1st dose,65-69,5984,9731,0.6149419381358545
Barking and Dagenham,E09000002,2020-12-08,2021-03-28,1st dose,70-74,4268,4836,0.8825475599669148
Barnet,E09000003,2020-12-08,2021-03-28,1st dose,70-74,13239,14410,0.918736988202637
Bexley,E09000004,2020-12-08,2021-03-28,1st dose,70-74,10055,10250,0.9809756097560975
Brent,E09000005,2020-12-08,2021-03-28,1st dose,70-74,8474,9845,0.8607414931437278
Bromley,E09000006,2020-12-08,2021-03-28,1st dose,70-74,14778,15383,0.9606708704413963
Camden,E09000007,2020-12-08,2021-03-28,1st dose,70-74,6032,8603,0.7011507613623155
Croydon,E09000008,2020-12-08,2021-03-28,1st dose,70-74,12574,13362,0.9410267923963479
Ealing,E09000009,2020-12-08,2021-03-28,1st dose,70-74,10420,10855,0.9599263012436665
Enfield,E09000010,2020-12-08,2021-03-28,1st dose,70-74,10124,10921,0.9270213350425786
Greenwich,E09000011,2020-12-08,2021-03-28,1st dose,70-74,7397,8074,0.9161506068863017
Hackney and City of London,E09000012,2020-12-08,2021-03-28,1st dose,70-74,5016,5876,0.853641933287951
Hammersmith and Fulham,E09000013,2020-12-08,2021-03-28,1st dose,70-74,4463,5365,0.8318732525629078
Haringey,E09000014,2020-12-08,2021-03-28,1st dose,70-74,6328,7154,0.8845401174168297
Harrow,E09000015,2020-12-08,2021-03-28,1st dose,70-74,9212,9792,0.9407679738562091
Havering,E09000016,2020-12-08,2021-03-28,1st dose,70-74,11570,11960,0.967391304347826
Hillingdon,E09000017,2020-12-08,2021-03-28,1st dose,70-74,9871,10449,0.9446837017896449
Hounslow,E09000018,2020-12-08,2021-03-28,1st dose,70-74,8241,8538,0.9652143359100492
Islington,E09000019,2020-12-08,2021-03-28,1st dose,70-74,4984,5651,0.8819677933109185
Kensington and Chelsea,E09000020,2020-12-08,2021-03-28,1st dose,70-74,4652,6734,0.6908226908226909
Kingston upon Thames,E09000021,2020-12-08,2021-03-28,1st dose,70-74,6290,6460,0.9736842105263158
Lambeth,E09000022,2020-12-08,2021-03-28,1st dose,70-74,6076,6650,0.9136842105263158
Lewisham,E09000023,2020-12-08,2021-03-28,1st dose,70-74,6217,7101,0.8755104914800732
Merton,E09000024,2020-12-08,2021-03-28,1st dose,70-74,6478,6684,0.96918013165769
